"","circRNA","miRNAs"
"26872","hsa_circ_0005735","hsa-miR-1238-3p"
"26873","hsa_circ_0005735","hsa-miR-151a-3p"
"26874","hsa_circ_0005735","hsa-miR-335-5p"
"26875","hsa_circ_0005735","hsa-miR-635"
"26876","hsa_circ_0003733","hsa-miR-1178-3p"
"26877","hsa_circ_0003733","hsa-miR-1184"
"26878","hsa_circ_0003733","hsa-miR-1208"
"26879","hsa_circ_0003733","hsa-miR-1228-3p"
"26880","hsa_circ_0003733","hsa-miR-1246"
"26881","hsa_circ_0003733","hsa-miR-1248"
"26882","hsa_circ_0003733","hsa-miR-1251-5p"
"26883","hsa_circ_0003733","hsa-miR-1253"
"26884","hsa_circ_0003733","hsa-miR-1263"
"26885","hsa_circ_0003733","hsa-miR-1270"
"26886","hsa_circ_0003733","hsa-miR-1276"
"26887","hsa_circ_0003733","hsa-miR-1279"
"26888","hsa_circ_0003733","hsa-miR-1290"
"26889","hsa_circ_0003733","hsa-miR-136-5p"
"26890","hsa_circ_0003733","hsa-miR-139-5p"
"26891","hsa_circ_0003733","hsa-miR-144-3p"
"26892","hsa_circ_0003733","hsa-miR-182-5p"
"26893","hsa_circ_0003733","hsa-miR-198"
"26894","hsa_circ_0003733","hsa-miR-335-5p"
"26895","hsa_circ_0003733","hsa-miR-370-3p"
"26896","hsa_circ_0003733","hsa-miR-421"
"26897","hsa_circ_0003733","hsa-miR-433-3p"
"26898","hsa_circ_0003733","hsa-miR-513a-3p"
"26899","hsa_circ_0003733","hsa-miR-515-3p"
"26900","hsa_circ_0003733","hsa-miR-519e-3p"
"26901","hsa_circ_0003733","hsa-miR-532-3p"
"26902","hsa_circ_0003733","hsa-miR-548g-3p"
"26903","hsa_circ_0003733","hsa-miR-558"
"26904","hsa_circ_0003733","hsa-miR-570-3p"
"26905","hsa_circ_0003733","hsa-miR-576-5p"
"26906","hsa_circ_0003733","hsa-miR-579-3p"
"26907","hsa_circ_0003733","hsa-miR-580-3p"
"26908","hsa_circ_0003733","hsa-miR-587"
"26909","hsa_circ_0003733","hsa-miR-604"
"26910","hsa_circ_0003733","hsa-miR-606"
"26911","hsa_circ_0003733","hsa-miR-620"
"26912","hsa_circ_0003733","hsa-miR-623"
"26913","hsa_circ_0003733","hsa-miR-647"
"26914","hsa_circ_0003733","hsa-miR-653-5p"
"26915","hsa_circ_0003733","hsa-miR-665"
"26916","hsa_circ_0003733","hsa-miR-942-5p"
"26917","hsa_circ_0008452","hsa-miR-1205"
"26918","hsa_circ_0008452","hsa-miR-1238-3p"
"26919","hsa_circ_0008452","hsa-miR-1261"
"26920","hsa_circ_0008452","hsa-miR-1263"
"26921","hsa_circ_0008452","hsa-miR-1264"
"26922","hsa_circ_0008452","hsa-miR-136-5p"
"26923","hsa_circ_0008452","hsa-miR-142-5p"
"26924","hsa_circ_0008452","hsa-miR-151a-3p"
"26925","hsa_circ_0008452","hsa-miR-197-3p"
"26926","hsa_circ_0008452","hsa-miR-337-3p"
"26927","hsa_circ_0008452","hsa-miR-375-3p"
"26928","hsa_circ_0008452","hsa-miR-432-5p"
"26929","hsa_circ_0008452","hsa-miR-488-3p"
"26930","hsa_circ_0008452","hsa-miR-600"
"26931","hsa_circ_0008452","hsa-miR-604"
"26932","hsa_circ_0008452","hsa-miR-609"
"26933","hsa_circ_0008452","hsa-miR-657"
"26934","hsa_circ_0008452","hsa-miR-767-3p"
"26935","hsa_circ_0008452","hsa-miR-891b"
"26936","hsa_circ_0008452","hsa-miR-924"
"26937","hsa_circ_0007843","hsa-miR-1299"
"26938","hsa_circ_0007843","hsa-miR-326"
"26939","hsa_circ_0007843","hsa-miR-330-5p"
"26940","hsa_circ_0007843","hsa-miR-485-3p"
"26941","hsa_circ_0007843","hsa-miR-516a-5p"
"26942","hsa_circ_0007843","hsa-miR-543"
"26943","hsa_circ_0007843","hsa-miR-665"
"26944","hsa_circ_0007843","hsa-miR-766-3p"
"26945","hsa_circ_0007843","hsa-miR-892b"
"26946","hsa_circ_0007843","hsa-miR-921"
"26947","hsa_circ_0002873","hsa-miR-1236-3p"
"26948","hsa_circ_0002873","hsa-miR-1243"
"26949","hsa_circ_0002873","hsa-miR-145-5p"
"26950","hsa_circ_0002873","hsa-miR-498-5p"
"26951","hsa_circ_0002873","hsa-miR-516a-5p"
"26952","hsa_circ_0002873","hsa-miR-647"
"26953","hsa_circ_0080209","hsa-miR-1184"
"26954","hsa_circ_0080209","hsa-miR-1205"
"26955","hsa_circ_0080209","hsa-miR-1234-3p"
"26956","hsa_circ_0080209","hsa-miR-1265"
"26957","hsa_circ_0080209","hsa-miR-1286"
"26958","hsa_circ_0080209","hsa-miR-1287-5p"
"26959","hsa_circ_0080209","hsa-miR-1289"
"26960","hsa_circ_0080209","hsa-miR-147b"
"26961","hsa_circ_0080209","hsa-miR-149-5p"
"26962","hsa_circ_0080209","hsa-miR-186-5p"
"26963","hsa_circ_0080209","hsa-miR-187-3p"
"26964","hsa_circ_0080209","hsa-miR-197-3p"
"26965","hsa_circ_0080209","hsa-miR-217-5p"
"26966","hsa_circ_0080209","hsa-miR-346"
"26967","hsa_circ_0080209","hsa-miR-524-3p"
"26968","hsa_circ_0080209","hsa-miR-525-3p"
"26969","hsa_circ_0080209","hsa-miR-548b-3p"
"26970","hsa_circ_0080209","hsa-miR-548g-3p"
"26971","hsa_circ_0080209","hsa-miR-566"
"26972","hsa_circ_0080209","hsa-miR-586"
"26973","hsa_circ_0080209","hsa-miR-604"
"26974","hsa_circ_0080209","hsa-miR-647"
"26975","hsa_circ_0080209","hsa-miR-653-5p"
"26976","hsa_circ_0080209","hsa-miR-766-3p"
"26977","hsa_circ_0080209","hsa-miR-767-3p"
"26978","hsa_circ_0080209","hsa-miR-873-5p"
"26979","hsa_circ_0080209","hsa-miR-941"
"26980","hsa_circ_0005722","hsa-miR-127-5p"
"26981","hsa_circ_0005722","hsa-miR-1278"
"26982","hsa_circ_0005722","hsa-miR-136-5p"
"26983","hsa_circ_0005722","hsa-miR-337-3p"
"26984","hsa_circ_0005722","hsa-miR-361-3p"
"26985","hsa_circ_0005722","hsa-miR-384"
"26986","hsa_circ_0005722","hsa-miR-515-5p"
"26987","hsa_circ_0005722","hsa-miR-520g-3p"
"26988","hsa_circ_0005722","hsa-miR-520h"
"26989","hsa_circ_0005722","hsa-miR-548c-3p"
"26990","hsa_circ_0005722","hsa-miR-758-3p"
"26991","hsa_circ_0005722","hsa-miR-875-5p"
"26992","hsa_circ_0005722","hsa-miR-938"
"26993","hsa_circ_0005722","hsa-miR-940"
"26994","hsa_circ_0061722","hsa-miR-1208"
"26995","hsa_circ_0061722","hsa-miR-1224-3p"
"26996","hsa_circ_0061722","hsa-miR-1251-5p"
"26997","hsa_circ_0061722","hsa-miR-1261"
"26998","hsa_circ_0061722","hsa-miR-1280"
"26999","hsa_circ_0061722","hsa-miR-1298-5p"
"27000","hsa_circ_0061722","hsa-miR-1305"
"27001","hsa_circ_0061722","hsa-miR-139-5p"
"27002","hsa_circ_0061722","hsa-miR-144-3p"
"27003","hsa_circ_0061722","hsa-miR-197-3p"
"27004","hsa_circ_0061722","hsa-miR-338-5p"
"27005","hsa_circ_0061722","hsa-miR-421"
"27006","hsa_circ_0061722","hsa-miR-659-3p"
"27007","hsa_circ_0061722","hsa-miR-758-3p"
"27008","hsa_circ_0061722","hsa-miR-873-5p"
"27009","hsa_circ_0061722","hsa-miR-892a"
"27010","hsa_circ_0008648","hsa-miR-1184"
"27011","hsa_circ_0008648","hsa-miR-1205"
"27012","hsa_circ_0008648","hsa-miR-1251-5p"
"27013","hsa_circ_0008648","hsa-miR-1256"
"27014","hsa_circ_0008648","hsa-miR-1264"
"27015","hsa_circ_0008648","hsa-miR-1287-5p"
"27016","hsa_circ_0008648","hsa-miR-1292-5p"
"27017","hsa_circ_0008648","hsa-miR-1305"
"27018","hsa_circ_0008648","hsa-miR-191-5p"
"27019","hsa_circ_0008648","hsa-miR-198"
"27020","hsa_circ_0008648","hsa-miR-203a-3p"
"27021","hsa_circ_0008648","hsa-miR-370-3p"
"27022","hsa_circ_0008648","hsa-miR-554"
"27023","hsa_circ_0008648","hsa-miR-569"
"27024","hsa_circ_0008648","hsa-miR-576-5p"
"27025","hsa_circ_0008648","hsa-miR-593-3p"
"27026","hsa_circ_0008648","hsa-miR-607"
"27027","hsa_circ_0008648","hsa-miR-625-5p"
"27028","hsa_circ_0008648","hsa-miR-637"
"27029","hsa_circ_0008648","hsa-miR-653-5p"
"27030","hsa_circ_0008648","hsa-miR-663b"
"27031","hsa_circ_0008648","hsa-miR-671-5p"
"27032","hsa_circ_0008648","hsa-miR-876-3p"
"27033","hsa_circ_0008648","hsa-miR-889-3p"
"27034","hsa_circ_0008648","hsa-miR-938"
"27035","hsa_circ_0007137","hsa-miR-1184"
"27036","hsa_circ_0007137","hsa-miR-1205"
"27037","hsa_circ_0007137","hsa-miR-1206"
"27038","hsa_circ_0007137","hsa-miR-1231"
"27039","hsa_circ_0007137","hsa-miR-1244"
"27040","hsa_circ_0007137","hsa-miR-1248"
"27041","hsa_circ_0007137","hsa-miR-1251-5p"
"27042","hsa_circ_0007137","hsa-miR-1299"
"27043","hsa_circ_0007137","hsa-miR-1303"
"27044","hsa_circ_0007137","hsa-miR-1324"
"27045","hsa_circ_0007137","hsa-miR-139-5p"
"27046","hsa_circ_0007137","hsa-miR-188-3p"
"27047","hsa_circ_0007137","hsa-miR-330-3p"
"27048","hsa_circ_0007137","hsa-miR-370-3p"
"27049","hsa_circ_0007137","hsa-miR-375-3p"
"27050","hsa_circ_0007137","hsa-miR-432-5p"
"27051","hsa_circ_0007137","hsa-miR-490-5p"
"27052","hsa_circ_0007137","hsa-miR-495-3p"
"27053","hsa_circ_0007137","hsa-miR-503-5p"
"27054","hsa_circ_0007137","hsa-miR-510-5p"
"27055","hsa_circ_0007137","hsa-miR-516b-5p"
"27056","hsa_circ_0007137","hsa-miR-526b-5p"
"27057","hsa_circ_0007137","hsa-miR-532-3p"
"27058","hsa_circ_0007137","hsa-miR-558"
"27059","hsa_circ_0007137","hsa-miR-576-5p"
"27060","hsa_circ_0007137","hsa-miR-587"
"27061","hsa_circ_0007137","hsa-miR-618"
"27062","hsa_circ_0007137","hsa-miR-619-3p"
"27063","hsa_circ_0007137","hsa-miR-646"
"27064","hsa_circ_0007137","hsa-miR-648"
"27065","hsa_circ_0007137","hsa-miR-654-3p"
"27066","hsa_circ_0007137","hsa-miR-659-3p"
"27067","hsa_circ_0007137","hsa-miR-660-5p"
"27068","hsa_circ_0007137","hsa-miR-767-3p"
"27069","hsa_circ_0007137","hsa-miR-769-5p"
"27070","hsa_circ_0007137","hsa-miR-875-5p"
"27071","hsa_circ_0007137","hsa-miR-889-3p"
"27072","hsa_circ_0007137","hsa-miR-936"
"27073","hsa_circ_0007137","hsa-miR-942-5p"
"27074","hsa_circ_0017311","hsa-miR-1178-3p"
"27075","hsa_circ_0017311","hsa-miR-1179"
"27076","hsa_circ_0017311","hsa-miR-1208"
"27077","hsa_circ_0017311","hsa-miR-1278"
"27078","hsa_circ_0017311","hsa-miR-149-5p"
"27079","hsa_circ_0017311","hsa-miR-188-3p"
"27080","hsa_circ_0017311","hsa-miR-197-3p"
"27081","hsa_circ_0017311","hsa-miR-421"
"27082","hsa_circ_0017311","hsa-miR-433-3p"
"27083","hsa_circ_0017311","hsa-miR-526b-5p"
"27084","hsa_circ_0017311","hsa-miR-548m"
"27085","hsa_circ_0017311","hsa-miR-566"
"27086","hsa_circ_0017311","hsa-miR-567"
"27087","hsa_circ_0017311","hsa-miR-570-3p"
"27088","hsa_circ_0017311","hsa-miR-578"
"27089","hsa_circ_0017311","hsa-miR-587"
"27090","hsa_circ_0017311","hsa-miR-604"
"27091","hsa_circ_0017311","hsa-miR-605-5p"
"27092","hsa_circ_0017311","hsa-miR-646"
"27093","hsa_circ_0017311","hsa-miR-647"
"27094","hsa_circ_0017311","hsa-miR-767-3p"
"27095","hsa_circ_0004831","hsa-miR-136-5p"
"27096","hsa_circ_0004831","hsa-miR-182-5p"
"27097","hsa_circ_0004831","hsa-miR-31-5p"
"27098","hsa_circ_0004831","hsa-miR-377-3p"
"27099","hsa_circ_0004831","hsa-miR-513a-5p"
"27100","hsa_circ_0004831","hsa-miR-515-5p"
"27101","hsa_circ_0004831","hsa-miR-891b"
"27102","hsa_circ_0004831","hsa-miR-940"
"27103","hsa_circ_0008244","hsa-miR-1179"
"27104","hsa_circ_0008244","hsa-miR-1206"
"27105","hsa_circ_0008244","hsa-miR-1224-3p"
"27106","hsa_circ_0008244","hsa-miR-1243"
"27107","hsa_circ_0008244","hsa-miR-1280"
"27108","hsa_circ_0008244","hsa-miR-1287-5p"
"27109","hsa_circ_0008244","hsa-miR-1288-3p"
"27110","hsa_circ_0008244","hsa-miR-375-3p"
"27111","hsa_circ_0008244","hsa-miR-433-3p"
"27112","hsa_circ_0008244","hsa-miR-450b-3p"
"27113","hsa_circ_0008244","hsa-miR-502-5p"
"27114","hsa_circ_0008244","hsa-miR-587"
"27115","hsa_circ_0008244","hsa-miR-634"
"27116","hsa_circ_0008244","hsa-miR-638"
"27117","hsa_circ_0008244","hsa-miR-769-3p"
"27118","hsa_circ_0008244","hsa-miR-885-3p"
"27119","hsa_circ_0008244","hsa-miR-942-5p"
"27120","hsa_circ_0084464","hsa-miR-1265"
"27121","hsa_circ_0084464","hsa-miR-1299"
"27122","hsa_circ_0084464","hsa-miR-1305"
"27123","hsa_circ_0084464","hsa-miR-1324"
"27124","hsa_circ_0084464","hsa-miR-136-5p"
"27125","hsa_circ_0084464","hsa-miR-326"
"27126","hsa_circ_0084464","hsa-miR-330-5p"
"27127","hsa_circ_0084464","hsa-miR-421"
"27128","hsa_circ_0084464","hsa-miR-503-5p"
"27129","hsa_circ_0084464","hsa-miR-515-5p"
"27130","hsa_circ_0084464","hsa-miR-548g-3p"
"27131","hsa_circ_0084464","hsa-miR-568"
"27132","hsa_circ_0084464","hsa-miR-576-5p"
"27133","hsa_circ_0084464","hsa-miR-646"
"27134","hsa_circ_0084464","hsa-miR-651-5p"
"27135","hsa_circ_0084464","hsa-miR-654-3p"
"27136","hsa_circ_0084464","hsa-miR-921"
"27137","hsa_circ_0084464","hsa-miR-924"
"27138","hsa_circ_0084464","hsa-miR-942-5p"
"27139","hsa_circ_0077656","hsa-miR-1200"
"27140","hsa_circ_0077656","hsa-miR-1224-3p"
"27141","hsa_circ_0077656","hsa-miR-1236-3p"
"27142","hsa_circ_0077656","hsa-miR-1246"
"27143","hsa_circ_0077656","hsa-miR-1248"
"27144","hsa_circ_0077656","hsa-miR-1253"
"27145","hsa_circ_0077656","hsa-miR-1276"
"27146","hsa_circ_0077656","hsa-miR-1279"
"27147","hsa_circ_0077656","hsa-miR-1280"
"27148","hsa_circ_0077656","hsa-miR-1286"
"27149","hsa_circ_0077656","hsa-miR-142-5p"
"27150","hsa_circ_0077656","hsa-miR-145-5p"
"27151","hsa_circ_0077656","hsa-miR-149-5p"
"27152","hsa_circ_0077656","hsa-miR-183-5p"
"27153","hsa_circ_0077656","hsa-miR-188-3p"
"27154","hsa_circ_0077656","hsa-miR-197-3p"
"27155","hsa_circ_0077656","hsa-miR-198"
"27156","hsa_circ_0077656","hsa-miR-409-3p"
"27157","hsa_circ_0077656","hsa-miR-421"
"27158","hsa_circ_0077656","hsa-miR-433-3p"
"27159","hsa_circ_0077656","hsa-miR-450b-3p"
"27160","hsa_circ_0077656","hsa-miR-508-3p"
"27161","hsa_circ_0077656","hsa-miR-510-5p"
"27162","hsa_circ_0077656","hsa-miR-512-5p"
"27163","hsa_circ_0077656","hsa-miR-518a-5p"
"27164","hsa_circ_0077656","hsa-miR-527"
"27165","hsa_circ_0077656","hsa-miR-545-3p"
"27166","hsa_circ_0077656","hsa-miR-548k"
"27167","hsa_circ_0077656","hsa-miR-548l"
"27168","hsa_circ_0077656","hsa-miR-576-5p"
"27169","hsa_circ_0077656","hsa-miR-579-3p"
"27170","hsa_circ_0077656","hsa-miR-580-3p"
"27171","hsa_circ_0077656","hsa-miR-581"
"27172","hsa_circ_0077656","hsa-miR-583"
"27173","hsa_circ_0077656","hsa-miR-604"
"27174","hsa_circ_0077656","hsa-miR-626"
"27175","hsa_circ_0077656","hsa-miR-638"
"27176","hsa_circ_0077656","hsa-miR-646"
"27177","hsa_circ_0077656","hsa-miR-647"
"27178","hsa_circ_0077656","hsa-miR-649"
"27179","hsa_circ_0077656","hsa-miR-7"
"27180","hsa_circ_0077656","hsa-miR-758-3p"
"27181","hsa_circ_0077656","hsa-miR-769-3p"
"27182","hsa_circ_0008036","hsa-miR-1180-3p"
"27183","hsa_circ_0008036","hsa-miR-1227-3p"
"27184","hsa_circ_0008036","hsa-miR-1243"
"27185","hsa_circ_0008036","hsa-miR-1244"
"27186","hsa_circ_0008036","hsa-miR-1248"
"27187","hsa_circ_0008036","hsa-miR-1290"
"27188","hsa_circ_0008036","hsa-miR-1305"
"27189","hsa_circ_0008036","hsa-miR-136-5p"
"27190","hsa_circ_0008036","hsa-miR-324-5p"
"27191","hsa_circ_0008036","hsa-miR-330-3p"
"27192","hsa_circ_0008036","hsa-miR-331-3p"
"27193","hsa_circ_0008036","hsa-miR-338-3p"
"27194","hsa_circ_0008036","hsa-miR-370-3p"
"27195","hsa_circ_0008036","hsa-miR-382-5p"
"27196","hsa_circ_0008036","hsa-miR-384"
"27197","hsa_circ_0008036","hsa-miR-485-3p"
"27198","hsa_circ_0008036","hsa-miR-487a-3p"
"27199","hsa_circ_0008036","hsa-miR-498-5p"
"27200","hsa_circ_0008036","hsa-miR-508-3p"
"27201","hsa_circ_0008036","hsa-miR-513a-3p"
"27202","hsa_circ_0008036","hsa-miR-515-5p"
"27203","hsa_circ_0008036","hsa-miR-548b-3p"
"27204","hsa_circ_0008036","hsa-miR-548c-3p"
"27205","hsa_circ_0008036","hsa-miR-548g-3p"
"27206","hsa_circ_0008036","hsa-miR-567"
"27207","hsa_circ_0008036","hsa-miR-578"
"27208","hsa_circ_0008036","hsa-miR-582-3p"
"27209","hsa_circ_0008036","hsa-miR-615-5p"
"27210","hsa_circ_0008036","hsa-miR-637"
"27211","hsa_circ_0008036","hsa-miR-639"
"27212","hsa_circ_0008036","hsa-miR-653-5p"
"27213","hsa_circ_0008036","hsa-miR-656-3p"
"27214","hsa_circ_0008036","hsa-miR-665"
"27215","hsa_circ_0008036","hsa-miR-668-3p"
"27216","hsa_circ_0008036","hsa-miR-885-5p"
"27217","hsa_circ_0008036","hsa-miR-921"
"27218","hsa_circ_0002035","hsa-miR-1225-3p"
"27219","hsa_circ_0002035","hsa-miR-1225-5p"
"27220","hsa_circ_0002035","hsa-miR-1305"
"27221","hsa_circ_0002035","hsa-miR-142-5p"
"27222","hsa_circ_0002035","hsa-miR-324-5p"
"27223","hsa_circ_0002035","hsa-miR-326"
"27224","hsa_circ_0002035","hsa-miR-330-5p"
"27225","hsa_circ_0002035","hsa-miR-421"
"27226","hsa_circ_0002035","hsa-miR-508-3p"
"27227","hsa_circ_0002035","hsa-miR-548g-3p"
"27228","hsa_circ_0002035","hsa-miR-574-5p"
"27229","hsa_circ_0002035","hsa-miR-577"
"27230","hsa_circ_0002035","hsa-miR-578"
"27231","hsa_circ_0002035","hsa-miR-581"
"27232","hsa_circ_0002035","hsa-miR-583"
"27233","hsa_circ_0002035","hsa-miR-593-3p"
"27234","hsa_circ_0002035","hsa-miR-623"
"27235","hsa_circ_0002035","hsa-miR-648"
"27236","hsa_circ_0002035","hsa-miR-654-3p"
"27237","hsa_circ_0002035","hsa-miR-921"
"27238","hsa_circ_0002035","hsa-miR-944"
"27239","hsa_circ_0071176","hsa-miR-1180-3p"
"27240","hsa_circ_0071176","hsa-miR-1200"
"27241","hsa_circ_0071176","hsa-miR-1203"
"27242","hsa_circ_0071176","hsa-miR-1231"
"27243","hsa_circ_0071176","hsa-miR-1238-3p"
"27244","hsa_circ_0071176","hsa-miR-1248"
"27245","hsa_circ_0071176","hsa-miR-1257"
"27246","hsa_circ_0071176","hsa-miR-1270"
"27247","hsa_circ_0071176","hsa-miR-1279"
"27248","hsa_circ_0071176","hsa-miR-1294"
"27249","hsa_circ_0071176","hsa-miR-142-5p"
"27250","hsa_circ_0071176","hsa-miR-149-5p"
"27251","hsa_circ_0071176","hsa-miR-186-5p"
"27252","hsa_circ_0071176","hsa-miR-331-5p"
"27253","hsa_circ_0071176","hsa-miR-432-5p"
"27254","hsa_circ_0071176","hsa-miR-498-5p"
"27255","hsa_circ_0071176","hsa-miR-507"
"27256","hsa_circ_0071176","hsa-miR-548b-3p"
"27257","hsa_circ_0071176","hsa-miR-548c-3p"
"27258","hsa_circ_0071176","hsa-miR-548k"
"27259","hsa_circ_0071176","hsa-miR-548l"
"27260","hsa_circ_0071176","hsa-miR-548m"
"27261","hsa_circ_0071176","hsa-miR-557"
"27262","hsa_circ_0071176","hsa-miR-558"
"27263","hsa_circ_0071176","hsa-miR-567"
"27264","hsa_circ_0071176","hsa-miR-577"
"27265","hsa_circ_0071176","hsa-miR-578"
"27266","hsa_circ_0071176","hsa-miR-579-3p"
"27267","hsa_circ_0071176","hsa-miR-581"
"27268","hsa_circ_0071176","hsa-miR-589-5p"
"27269","hsa_circ_0071176","hsa-miR-593-3p"
"27270","hsa_circ_0071176","hsa-miR-606"
"27271","hsa_circ_0071176","hsa-miR-620"
"27272","hsa_circ_0071176","hsa-miR-635"
"27273","hsa_circ_0071176","hsa-miR-636"
"27274","hsa_circ_0071176","hsa-miR-643"
"27275","hsa_circ_0071176","hsa-miR-654-3p"
"27276","hsa_circ_0071176","hsa-miR-659-3p"
"27277","hsa_circ_0071176","hsa-miR-661"
"27278","hsa_circ_0071176","hsa-miR-665"
"27279","hsa_circ_0071176","hsa-miR-767-3p"
"27280","hsa_circ_0071176","hsa-miR-890"
"27281","hsa_circ_0071176","hsa-miR-892b"
"27282","hsa_circ_0071176","hsa-miR-940"
"27283","hsa_circ_0051220","hsa-miR-127-5p"
"27284","hsa_circ_0051220","hsa-miR-338-3p"
"27285","hsa_circ_0051220","hsa-miR-361-3p"
"27286","hsa_circ_0051220","hsa-miR-653-5p"
"27287","hsa_circ_0051220","hsa-miR-659-3p"
"27288","hsa_circ_0051220","hsa-miR-665"
"27289","hsa_circ_0051220","hsa-miR-766-3p"
"27290","hsa_circ_0051220","hsa-miR-873-5p"
"27291","hsa_circ_0001911","hsa-miR-1178-3p"
"27292","hsa_circ_0001911","hsa-miR-1197"
"27293","hsa_circ_0001911","hsa-miR-1200"
"27294","hsa_circ_0001911","hsa-miR-1228-3p"
"27295","hsa_circ_0001911","hsa-miR-1229-3p"
"27296","hsa_circ_0001911","hsa-miR-1231"
"27297","hsa_circ_0001911","hsa-miR-1238-3p"
"27298","hsa_circ_0001911","hsa-miR-1248"
"27299","hsa_circ_0001911","hsa-miR-1282"
"27300","hsa_circ_0001911","hsa-miR-1289"
"27301","hsa_circ_0001911","hsa-miR-1299"
"27302","hsa_circ_0001911","hsa-miR-1304-5p"
"27303","hsa_circ_0001911","hsa-miR-136-5p"
"27304","hsa_circ_0001911","hsa-miR-142-5p"
"27305","hsa_circ_0001911","hsa-miR-183-5p"
"27306","hsa_circ_0001911","hsa-miR-197-3p"
"27307","hsa_circ_0001911","hsa-miR-203a-3p"
"27308","hsa_circ_0001911","hsa-miR-223-3p"
"27309","hsa_circ_0001911","hsa-miR-224"
"27310","hsa_circ_0001911","hsa-miR-377-3p"
"27311","hsa_circ_0001911","hsa-miR-488-3p"
"27312","hsa_circ_0001911","hsa-miR-495-3p"
"27313","hsa_circ_0001911","hsa-miR-502-5p"
"27314","hsa_circ_0001911","hsa-miR-503-5p"
"27315","hsa_circ_0001911","hsa-miR-515-5p"
"27316","hsa_circ_0001911","hsa-miR-516b-5p"
"27317","hsa_circ_0001911","hsa-miR-548k"
"27318","hsa_circ_0001911","hsa-miR-570-3p"
"27319","hsa_circ_0001911","hsa-miR-578"
"27320","hsa_circ_0001911","hsa-miR-583"
"27321","hsa_circ_0001911","hsa-miR-605-5p"
"27322","hsa_circ_0001911","hsa-miR-607"
"27323","hsa_circ_0001911","hsa-miR-609"
"27324","hsa_circ_0001911","hsa-miR-622"
"27325","hsa_circ_0001911","hsa-miR-623"
"27326","hsa_circ_0001911","hsa-miR-640"
"27327","hsa_circ_0001911","hsa-miR-646"
"27328","hsa_circ_0001911","hsa-miR-651-5p"
"27329","hsa_circ_0001911","hsa-miR-656-3p"
"27330","hsa_circ_0001911","hsa-miR-885-5p"
"27331","hsa_circ_0001911","hsa-miR-888-5p"
"27332","hsa_circ_0001911","hsa-miR-935"
"27333","hsa_circ_0001911","hsa-miR-936"
"27334","hsa_circ_0001911","hsa-miR-942-5p"
"27335","hsa_circ_0001911","hsa-miR-944"
"27336","hsa_circ_0008303","hsa-miR-1183"
"27337","hsa_circ_0008303","hsa-miR-1208"
"27338","hsa_circ_0008303","hsa-miR-1253"
"27339","hsa_circ_0008303","hsa-miR-1276"
"27340","hsa_circ_0008303","hsa-miR-1278"
"27341","hsa_circ_0008303","hsa-miR-1288-3p"
"27342","hsa_circ_0008303","hsa-miR-1294"
"27343","hsa_circ_0008303","hsa-miR-1303"
"27344","hsa_circ_0008303","hsa-miR-1324"
"27345","hsa_circ_0008303","hsa-miR-326"
"27346","hsa_circ_0008303","hsa-miR-330-3p"
"27347","hsa_circ_0008303","hsa-miR-330-5p"
"27348","hsa_circ_0008303","hsa-miR-338-3p"
"27349","hsa_circ_0008303","hsa-miR-377-3p"
"27350","hsa_circ_0008303","hsa-miR-496"
"27351","hsa_circ_0008303","hsa-miR-583"
"27352","hsa_circ_0008303","hsa-miR-591"
"27353","hsa_circ_0008303","hsa-miR-665"
"27354","hsa_circ_0008303","hsa-miR-892a"
"27355","hsa_circ_0008303","hsa-miR-892b"
"27356","hsa_circ_0008813","hsa-miR-1200"
"27357","hsa_circ_0008813","hsa-miR-1244"
"27358","hsa_circ_0008813","hsa-miR-1252-5p"
"27359","hsa_circ_0008813","hsa-miR-1265"
"27360","hsa_circ_0008813","hsa-miR-127-5p"
"27361","hsa_circ_0008813","hsa-miR-1279"
"27362","hsa_circ_0008813","hsa-miR-1298-5p"
"27363","hsa_circ_0008813","hsa-miR-142-5p"
"27364","hsa_circ_0008813","hsa-miR-149-5p"
"27365","hsa_circ_0008813","hsa-miR-153-3p"
"27366","hsa_circ_0008813","hsa-miR-1825"
"27367","hsa_circ_0008813","hsa-miR-217-5p"
"27368","hsa_circ_0008813","hsa-miR-324-5p"
"27369","hsa_circ_0008813","hsa-miR-370-3p"
"27370","hsa_circ_0008813","hsa-miR-409-3p"
"27371","hsa_circ_0008813","hsa-miR-431-5p"
"27372","hsa_circ_0008813","hsa-miR-485-3p"
"27373","hsa_circ_0008813","hsa-miR-517b"
"27374","hsa_circ_0008813","hsa-miR-520g-3p"
"27375","hsa_circ_0008813","hsa-miR-520h"
"27376","hsa_circ_0008813","hsa-miR-548k"
"27377","hsa_circ_0008813","hsa-miR-548l"
"27378","hsa_circ_0008813","hsa-miR-548p"
"27379","hsa_circ_0008813","hsa-miR-549a-3p"
"27380","hsa_circ_0008813","hsa-miR-556-5p"
"27381","hsa_circ_0008813","hsa-miR-576-5p"
"27382","hsa_circ_0008813","hsa-miR-578"
"27383","hsa_circ_0008813","hsa-miR-581"
"27384","hsa_circ_0008813","hsa-miR-582-3p"
"27385","hsa_circ_0008813","hsa-miR-586"
"27386","hsa_circ_0008813","hsa-miR-589-5p"
"27387","hsa_circ_0008813","hsa-miR-629-5p"
"27388","hsa_circ_0008813","hsa-miR-635"
"27389","hsa_circ_0008813","hsa-miR-643"
"27390","hsa_circ_0008813","hsa-miR-651-5p"
