ensembl_id,mean,median,longest_isoform,merged,gene_name
ENSG00000189280.3,1355,1355,1355,1355,GJB5
ENSG00000189433.7,1444,1444,1444,1444,GJB4
ENSG00000255811.1,560,560,560,560,ENSG00000255811
ENSG00000188910.8,1994,1994,2192,2362,GJB3
ENSG00000187513.9,1621,1621,1621,1621,GJA4
ENSG00000230163.1,720,720,720,720,ENSG00000230163
ENSG00000116544.12,3754,3754,3921,3921,DLGAP3
ENSG00000284773.1,3163,3163,3163,3163,ENSG00000284773
ENSG00000293382.1,1887,1887,1887,1887,GPR199P
ENSG00000241014.3,926,926,926,926,GPR199P
ENSG00000243749.2,1071,1071,1071,1071,TMEM35B
ENSG00000271741.1,3099,3099,3099,3099,ENSG00000271741
ENSG00000163867.17,3099,2702,5122,7362,ZMYM6
ENSG00000197056.12,5158,4334,7802,8000,ZMYM1
ENSG00000233940.1,478,478,478,478,RPL12P45
ENSG00000228348.1,463,463,463,463,EFCAB14P1
ENSG00000284640.2,1886,1886,1886,1886,ENSG00000284640
ENSG00000116560.12,3890,3890,4041,4041,SFPQ
ENSG00000201868.1,94,94,94,94,Y_RNA
ENSG00000306436.1,1364,1364,1364,1364,ENSG00000306436
ENSG00000146463.12,7366,7366,7366,7366,ZMYM4
ENSG00000240374.3,303,303,303,303,RN7SL503P
ENSG00000201542.1,152,152,152,152,SNORA62
ENSG00000229994.1,886,886,886,886,RPL5P4
ENSG00000227409.1,459,459,459,459,ZMYM4-AS1
ENSG00000142687.19,3918,3816,4777,4915,KIAA0319L
ENSG00000278702.1,323,323,323,323,Metazoa_SRP
ENSG00000236274.1,1003,1003,1003,1003,ENSG00000236274
ENSG00000020129.16,3602,3677,3698,4024,NCDN
ENSG00000239636.4,939,939,939,939,TFAP2E-AS1
ENSG00000116819.9,2245,2245,2245,2245,TFAP2E
ENSG00000126067.12,4321,4321,4426,4528,PSMB2
ENSG00000306977.1,442,442,442,442,ENSG00000306977
ENSG00000142686.8,2628,2628,2628,2628,C1orf216
ENSG00000092853.14,5317,4389,8512,9275,CLSPN
ENSG00000232335.1,539,539,539,539,ENSG00000232335
ENSG00000302368.1,568,568,568,568,ENSG00000302368
ENSG00000134698.11,7272,7272,7272,7272,AGO4
ENSG00000092847.14,10473,13712,13712,13808,AGO1
ENSG00000271164.1,483,483,483,483,CFAP97P1
ENSG00000286899.1,1802,1802,1802,1802,ENSG00000286899
ENSG00000271914.1,396,396,396,396,ENSG00000271914
ENSG00000126070.20,6408,2468,19660,20553,AGO3
ENSG00000271554.1,377,377,387,661,ENSG00000271554
ENSG00000293245.2,1469,1469,1469,1469,ENSG00000293245
ENSG00000232862.6,898,898,898,898,ENSG00000232862
ENSG00000092850.12,1490,1490,1490,1490,TEKT2
ENSG00000116863.11,1651,1651,1651,1651,ADPRS
ENSG00000171812.13,3717,4447,4669,4669,COL8A2
ENSG00000054116.12,1090,1114,1336,1901,TRAPPC3
ENSG00000116871.16,3347,3348,3456,3570,MAP7D1
ENSG00000264592.2,256,256,256,256,RN7SL131P
ENSG00000301551.1,482,482,482,482,ENSG00000301551
ENSG00000054118.15,3856,3825,4405,4600,THRAP3
ENSG00000231849.1,259,259,259,259,UBE2V2P4
ENSG00000214193.11,4248,4248,5952,6231,SH3D21
ENSG00000142694.7,1017,1017,1054,1242,EVA1B
ENSG00000286379.1,4878,4878,4878,4878,ENSG00000286379
ENSG00000196182.11,3989,3745,4837,5291,STK40
ENSG00000300693.1,1363,1363,1945,1966,ENSG00000300693
ENSG00000300712.1,642,642,642,642,ENSG00000300712
ENSG00000181817.6,860,860,860,860,LSM10
ENSG00000297367.1,1024,1024,1335,2049,ENSG00000297367
ENSG00000222821.1,139,139,139,139,RNU4-27P
ENSG00000116885.18,1266,1418,1463,1819,OSCP1
ENSG00000201448.1,129,129,129,129,SNORA63C
ENSG00000116898.12,953,953,953,953,MRPS15
ENSG00000119535.20,3087,3008,3454,3653,CSF3R
ENSG00000297386.1,785,785,791,1100,ENSG00000297386
ENSG00000294271.1,1107,1107,1107,1107,ENSG00000294271
ENSG00000230214.1,523,523,523,523,FTLP18
ENSG00000304879.1,448,448,448,448,ENSG00000304879
ENSG00000295088.1,1292,1292,1292,1292,ENSG00000295088
ENSG00000284705.2,2719,2719,2719,2719,ENSG00000284705
ENSG00000234481.3,778,778,778,778,ENSG00000234481
ENSG00000284720.2,1521,1521,1521,1521,ENSG00000284720
ENSG00000163873.10,6223,6223,9491,9860,GRIK3
ENSG00000223944.4,1598,1395,2824,4700,ENSG00000223944
ENSG00000284650.2,1131,1131,1131,1131,ENSG00000284650
ENSG00000264698.1,72,72,72,72,MIR4255
ENSG00000207328.1,107,107,107,107,RNU6-636P
ENSG00000252368.1,110,110,110,110,RNA5SP43
ENSG00000230451.2,145,145,145,145,RPS29P6
ENSG00000233621.4,1117,1035,1895,6223,LITATS1
ENSG00000163874.11,2654,2654,2654,2654,ZC3H12A
ENSG00000283724.1,60,60,60,60,MIR6732
ENSG00000163875.16,2024,2005,4702,5532,MEAF6
ENSG00000263675.1,60,60,60,60,MIR5581
ENSG00000307694.1,1079,1079,1079,1079,ENSG00000307694
ENSG00000163877.11,4554,4554,4554,4554,SNIP1
ENSG00000232273.1,532,532,532,532,FTH1P1
ENSG00000237749.4,253,253,253,253,RPS27P9
ENSG00000163879.11,2638,2638,2648,2649,DNALI1
ENSG00000134697.13,2350,2350,2350,2350,GNL2
ENSG00000284748.2,1346,1346,1346,1346,ENSG00000284748
ENSG00000169218.14,2498,2397,2879,3058,RSPO1
ENSG00000116922.15,1990,2355,2696,2699,AIRIM
ENSG00000134690.11,2337,2337,2371,2406,CDCA8
ENSG00000183317.17,2853,2608,5477,6768,EPHA10
ENSG00000200421.1,100,100,100,100,Y_RNA
ENSG00000300156.1,482,482,482,482,ENSG00000300156
ENSG00000300137.1,666,666,666,666,ENSG00000300137
ENSG00000214141.4,1892,1892,1892,1892,ACTN4P2
ENSG00000297428.1,2003,2003,2003,2003,ENSG00000297428
ENSG00000227416.2,429,429,429,429,ENSG00000227416
ENSG00000185090.15,2047,2128,2640,2973,MANEAL
ENSG00000233728.1,700,700,700,700,ENSG00000233728
ENSG00000196449.4,1848,1848,1848,1848,YRDC
ENSG00000197982.14,1597,1329,2229,2231,C1orf122
ENSG00000188786.10,7937,7937,7937,7937,MTF1
ENSG00000235673.1,691,691,691,691,ENSG00000235673
ENSG00000230955.1,481,481,481,481,INPP5B-AS1
ENSG00000204084.14,3879,3919,4450,7826,INPP5B
ENSG00000252448.1,81,81,81,81,SNORA63
ENSG00000222282.1,95,95,95,95,RNU6-584P
ENSG00000299926.1,850,850,850,850,ENSG00000299926
ENSG00000303267.1,1274,1274,1274,1274,ENSG00000303267
ENSG00000277168.1,273,273,273,273,Metazoa_SRP
ENSG00000183431.12,2774,2774,2774,2774,SF3A3
ENSG00000212541.1,108,108,108,108,RNU6-510P
ENSG00000183386.11,1659,1659,1662,1662,FHL3
ENSG00000183520.12,2023,2023,2023,2023,UTP11
ENSG00000224592.6,1342,1342,1342,1342,MIR3659HG
ENSG00000303194.1,494,494,494,494,ENSG00000303194
ENSG00000185668.8,2965,2965,2965,2965,POU3F1
ENSG00000303176.1,687,687,687,687,ENSG00000303176
ENSG00000223589.2,340,340,340,340,ENSG00000223589
ENSG00000265596.1,99,99,99,99,MIR3659
ENSG00000284623.2,1241,1122,1562,2665,LINC02786
ENSG00000286552.2,789,789,1033,1180,ENSG00000286552
ENSG00000287987.1,1235,1235,1235,1235,ENSG00000287987
ENSG00000237290.2,2283,2283,2283,2283,LINC01343
ENSG00000293709.1,358,358,358,358,ENSG00000293709
ENSG00000301425.1,671,685,734,1042,ENSG00000301425
ENSG00000301495.1,922,922,1270,1688,ENSG00000301495
ENSG00000275350.1,585,585,585,585,ENSG00000275350
ENSG00000200796.1,107,107,107,107,RNU6-753P
ENSG00000301471.1,663,663,722,1242,ENSG00000301471
ENSG00000301451.1,285,285,285,285,ENSG00000301451
ENSG00000238063.4,1195,1260,1310,1790,LINC01685
ENSG00000306827.1,1726,1726,1726,1726,ENSG00000306827
ENSG00000299856.1,444,444,444,444,ENSG00000299856
ENSG00000309399.1,648,648,648,648,ENSG00000309399
ENSG00000309413.1,513,513,513,513,ENSG00000309413
ENSG00000308042.1,812,812,812,812,ENSG00000308042
ENSG00000295881.1,743,743,801,1264,ENSG00000295881
ENSG00000307557.1,549,549,644,922,ENSG00000307557
ENSG00000215895.4,1960,1960,1960,1960,HSPA5P1
ENSG00000284632.2,1287,1287,1287,1287,ENSG00000284632
ENSG00000116954.8,2681,2681,2681,2681,RRAGC
ENSG00000273637.1,2171,2171,2171,2171,ENSG00000273637
ENSG00000228436.5,913,925,1172,2343,RRAGC-DT
ENSG00000214114.9,1641,1641,2532,2552,MYCBP
ENSG00000274944.4,609,609,609,609,ENSG00000274944
ENSG00000131233.10,2091,2091,2281,2439,GJA9
ENSG00000158315.11,1569,1883,2129,2826,RHBDL2
ENSG00000199963.1,108,108,108,108,RNU6-605P
ENSG00000207466.1,101,101,101,101,Y_RNA
ENSG00000235549.1,350,350,350,350,EIF1P2
ENSG00000174574.16,1753,1330,2688,2688,AKIRIN1
ENSG00000308667.1,550,550,550,550,ENSG00000308667
ENSG00000168653.11,519,519,544,548,NDUFS5
ENSG00000127603.32,13944,17549,24340,28065,MACF1
ENSG00000206654.1,104,104,104,104,RNU6-608P
ENSG00000222378.1,133,133,133,133,RNA5SP44
ENSG00000287422.1,1941,1941,1941,1941,ENSG00000287422
ENSG00000226438.1,558,558,558,558,ENSG00000226438
ENSG00000217897.2,288,288,288,288,HSPE1P8
ENSG00000183682.8,5636,5636,5636,5636,BMP8A
ENSG00000307396.1,596,596,596,596,ENSG00000307396
ENSG00000237624.1,1535,1535,1535,1535,OXCT2P1
ENSG00000291129.2,2010,1379,3606,3989,PPIEL
ENSG00000243970.6,680,680,680,680,PPIEL
ENSG00000295266.1,571,571,649,885,ENSG00000295266
ENSG00000090621.15,2534,2743,3142,3305,PABPC4
ENSG00000228060.4,1334,1334,1334,1334,PABPC4-AS1
ENSG00000201457.1,135,135,135,135,SNORA55
ENSG00000294134.1,956,956,956,956,ENSG00000294134
ENSG00000163909.8,4077,4077,4077,4077,HEYL
ENSG00000225903.1,304,304,304,304,ENSG00000225903
ENSG00000116981.4,9068,9068,9068,9068,NT5C1A
ENSG00000293757.1,1094,1094,1094,1094,ENSG00000293757
ENSG00000116983.13,4598,4600,4758,4758,HPCAL4
ENSG00000084072.17,1885,1138,4339,4914,PPIE
ENSG00000225333.6,568,568,568,568,ENSG00000225333
ENSG00000252413.1,62,62,62,62,RNU7-121P
ENSG00000289711.1,286,286,286,286,ENSG00000289711
ENSG00000116985.12,4826,4826,4826,4826,BMP8B
ENSG00000198754.5,1826,1826,1826,1826,OXCT2
ENSG00000285905.1,1218,1218,1218,1218,BMP8B-AS1
ENSG00000261798.1,1196,1196,1196,1196,ENSG00000261798
ENSG00000229213.1,154,154,154,154,ENSG00000229213
ENSG00000284719.4,1010,1017,1098,2303,ENSG00000284719
ENSG00000284678.2,692,695,708,1553,LINC02811
ENSG00000301696.1,622,593,894,1553,ENSG00000301696
ENSG00000043514.17,2301,2026,5051,5053,TRIT1
ENSG00000202222.1,113,113,113,113,Y_RNA
ENSG00000236546.2,1112,1112,1112,1112,MYCL-AS1
ENSG00000116990.12,2874,3158,3522,4851,MYCL
ENSG00000300270.1,1120,1120,1120,1120,ENSG00000300270
ENSG00000207356.1,109,109,109,109,Y_RNA
ENSG00000168389.18,2072,2129,2173,2213,MFSD2A
ENSG00000228477.1,725,725,725,725,ENSG00000228477
ENSG00000307734.1,578,578,965,965,ENSG00000307734
ENSG00000131236.18,2579,2627,3105,3126,CAP1
ENSG00000131238.18,2190,2267,2388,2635,PPT1
ENSG00000299088.1,981,981,981,981,ENSG00000299088
ENSG00000226745.2,685,685,685,685,OAZ1P1
ENSG00000303499.1,488,488,488,488,ENSG00000303499
ENSG00000117000.9,6232,6232,6232,6232,RLF
ENSG00000207508.1,107,107,107,107,RNU6-1237P
ENSG00000188800.6,696,696,696,696,TMCO2
ENSG00000259943.3,1662,1662,1662,1662,ZMPSTE24-DT
ENSG00000084073.10,2975,2975,2975,2975,ZMPSTE24
ENSG00000231296.1,313,313,313,313,ENSG00000231296
ENSG00000049089.15,2852,2852,2852,2852,COL9A2
ENSG00000300794.1,364,364,364,364,ENSG00000300794
ENSG00000227311.3,480,480,480,480,RPL21P20
ENSG00000084070.12,2658,2570,2905,3158,SMAP2
ENSG00000213172.3,418,418,418,418,ENSG00000213172
ENSG00000296912.1,1925,1925,1925,1925,ENSG00000296912
ENSG00000290111.1,202,202,202,202,ENSG00000290111
ENSG00000284677.1,673,673,673,673,ENSG00000284677
ENSG00000187801.15,2100,2109,2217,2289,ZFP69B
ENSG00000260920.2,2449,2449,2449,2449,ENSG00000260920
ENSG00000279667.1,1005,1005,1005,1005,ENSG00000279667
ENSG00000187815.10,2450,2450,2796,2796,ZFP69
ENSG00000238287.2,548,607,694,1565,EXO5-DT
ENSG00000164002.12,2013,1895,2567,2574,EXO5
ENSG00000227278.2,540,540,649,907,ENSG00000227278
ENSG00000238186.1,546,546,546,546,ENSG00000238186
ENSG00000117010.17,1539,1523,2102,2800,ZNF684
ENSG00000308470.1,746,746,746,746,ENSG00000308470
ENSG00000286838.1,720,720,720,720,ENSG00000286838
ENSG00000236505.1,126,126,126,126,ENSG00000236505
ENSG00000233910.1,721,721,721,721,GTF2F2P2
ENSG00000117016.10,4333,4333,7259,7259,RIMS3
ENSG00000287743.2,1696,1696,1696,1696,ENSG00000287743
ENSG00000272145.3,821,559,1695,2636,NFYC-AS1
ENSG00000066136.21,1753,1789,2363,3840,NFYC
ENSG00000198974.3,92,92,92,92,MIR30E
ENSG00000207962.1,89,89,89,89,MIR30C1
ENSG00000117013.17,3125,3125,4324,4324,KCNQ4
ENSG00000264582.2,296,296,296,296,RN7SL326P
ENSG00000295513.1,1287,1287,1287,1287,ENSG00000295513
ENSG00000295492.1,622,622,622,622,ENSG00000295492
ENSG00000179862.7,1310,1310,1310,1310,CITED4
ENSG00000229528.1,471,471,471,471,ENSG00000229528
ENSG00000308047.1,601,601,601,601,ENSG00000308047
ENSG00000308065.1,776,776,944,1164,ENSG00000308065
ENSG00000301041.1,578,578,650,941,ENSG00000301041
ENSG00000228940.1,921,921,921,921,ENSG00000228940
ENSG00000286668.1,1354,1354,1354,1354,ENSG00000286668
ENSG00000233118.2,265,265,265,265,UBE2V1P8
ENSG00000171793.17,2630,2438,4790,5941,CTPS1
ENSG00000281207.1,4800,4800,4800,4800,SLFNL1-AS1
ENSG00000171790.16,2484,2057,4310,4318,SLFNL1
ENSG00000010803.17,2979,3241,3370,3961,SCMH1
ENSG00000215893.3,499,499,499,499,RPL23AP17
ENSG00000235358.3,1325,770,4437,5987,SCMH1-DT
ENSG00000213987.4,313,313,313,313,RPL36AP9
ENSG00000310187.1,384,384,384,384,ENSG00000310187
ENSG00000291157.1,1366,1366,1366,1366,ENSG00000291157
ENSG00000286640.3,1035,1035,1035,1035,ENSG00000286640
ENSG00000204060.8,1320,1320,1479,1576,FOXO6
ENSG00000229901.1,394,394,394,394,FOXO6-AS1
ENSG00000309993.1,1108,1108,1108,1108,ENSG00000309993
ENSG00000299990.1,1098,1098,1126,1163,ENSG00000299990
ENSG00000252563.1,92,92,92,92,RNA5SP45
ENSG00000127129.10,1253,1253,1253,1253,EDN2
ENSG00000295052.1,437,437,437,437,ENSG00000295052
ENSG00000127124.16,12384,12319,12617,12809,HIVEP3
ENSG00000230881.1,265,265,265,265,ENSG00000230881
ENSG00000230638.4,2242,2242,2242,2242,ENSG00000230638
ENSG00000284895.1,81,81,81,81,ENSG00000284895
ENSG00000287587.1,1188,1188,1188,1188,ENSG00000287587
ENSG00000227538.1,1133,1133,1133,1133,HNRNPFP1
ENSG00000307448.1,674,674,674,674,ENSG00000307448
ENSG00000228776.2,454,454,454,454,ENSG00000228776
ENSG00000044012.4,604,604,604,604,GUCA2B
ENSG00000197273.4,597,597,597,597,GUCA2A
ENSG00000198815.9,5104,5195,5352,6564,FOXJ3
ENSG00000294990.1,573,573,573,573,ENSG00000294990
ENSG00000227527.2,661,661,661,661,ENSG00000227527
ENSG00000177181.15,10577,10577,10577,10577,RIMKLA
ENSG00000235002.1,397,397,397,397,ENSG00000235002
ENSG00000066185.13,1530,1530,1530,1530,ZMYND12
ENSG00000127125.9,1253,975,2269,2810,PPCS
ENSG00000186409.19,2795,2716,6683,10825,CCDC30
ENSG00000230116.1,755,755,755,755,RPS3AP11
ENSG00000236876.3,135,135,135,135,TMSB4XP1
ENSG00000200254.1,107,107,107,107,RNU6-536P
ENSG00000285728.4,1662,1829,2058,4286,ENSG00000285728
ENSG00000236180.2,421,421,421,421,ENSG00000236180
ENSG00000171960.12,1308,1004,2315,4208,PPIH
ENSG00000234917.2,601,601,601,601,ENSG00000234917
ENSG00000065978.19,2979,2979,2979,2979,YBX1
ENSG00000164007.11,2648,2841,3517,3602,CLDN19
ENSG00000117385.16,2763,2705,2993,3105,P3H1
ENSG00000164008.17,4760,4760,4760,4760,C1orf50
ENSG00000283580.4,1008,1008,1008,1008,ENSG00000283580
ENSG00000293683.2,852,852,852,852,TMEM269-DT
ENSG00000274386.6,3492,3492,3580,3697,TMEM269
ENSG00000177868.12,728,728,807,858,SVBP
ENSG00000164010.15,3404,3404,3440,3503,ERMAP
ENSG00000228192.11,3131,3131,3131,3131,ZNF691-DT
ENSG00000164011.18,1774,1859,1935,1999,ZNF691
ENSG00000233708.1,1962,1962,1962,1962,ENSG00000233708
ENSG00000237090.1,1326,1326,1326,1326,MKRN8P
ENSG00000225099.1,681,681,681,681,ATP6V1E1P1
ENSG00000303995.1,882,882,882,882,ENSG00000303995
ENSG00000288955.2,1441,1441,1441,1441,ENSG00000288955
ENSG00000117394.24,1925,1851,3384,3699,SLC2A1
ENSG00000284138.1,440,440,440,440,ATP6V0CP4
ENSG00000227533.8,997,1020,1758,2537,SLC2A1-DT
ENSG00000283973.3,705,705,759,1151,ENSG00000283973
ENSG00000298429.1,447,447,447,447,ENSG00000298429
ENSG00000207256.1,107,107,107,107,RNU6-880P
ENSG00000283136.1,89,89,89,89,U6
ENSG00000310359.1,570,570,570,570,ENSG00000310359
ENSG00000277513.1,412,412,412,412,ENSG00000277513
ENSG00000300973.1,600,600,695,960,ENSG00000300973
ENSG00000186973.11,518,518,536,681,CFAP144
ENSG00000117395.13,1427,1427,1503,1641,EBNA1BP2
ENSG00000284410.1,61,61,61,61,MIR6733
ENSG00000243710.8,3754,4063,4162,5127,CFAP57
ENSG00000199240.1,120,120,120,120,RNA5SP46
ENSG00000303581.1,468,468,468,468,ENSG00000303581
ENSG00000179178.11,1823,1823,1850,1892,TMEM125
ENSG00000253313.6,1057,1057,1486,1522,C1orf210
ENSG00000066056.15,3893,3893,3893,3893,TIE1
ENSG00000117400.18,2760,2760,3633,3633,MPL
ENSG00000287113.1,557,557,557,557,ENSG00000287113
ENSG00000234694.3,939,939,999,1387,CDC20-DT
ENSG00000117399.14,1713,1713,1777,1803,CDC20
ENSG00000066322.15,1514,1466,1625,1785,ELOVL1
ENSG00000283836.1,68,68,68,68,MIR6734
ENSG00000229431.2,735,659,1383,2704,MED8-AS1
ENSG00000159479.17,1545,1483,1968,2037,MED8
ENSG00000198198.17,9765,13968,14136,14765,SZT2
ENSG00000307543.1,349,349,349,349,ENSG00000307543
ENSG00000229372.1,699,699,699,699,SZT2-AS1
ENSG00000274975.1,73,73,73,73,MIR6735
ENSG00000178922.18,1107,1066,1322,1471,HYI
ENSG00000229348.1,545,545,545,545,HYI-AS1
ENSG00000142949.17,5075,6377,7720,7837,PTPRF
ENSG00000066135.13,4486,4486,4486,4486,KDM4A
ENSG00000284989.1,4037,4037,4037,4037,ENSG00000284989
ENSG00000236200.8,1226,833,3391,4964,KDM4A-AS1
ENSG00000126091.21,1689,2074,2487,4947,ST3GAL3
ENSG00000229444.2,522,469,676,920,ST3GAL3-AS1
ENSG00000283414.1,90,90,90,90,U6
ENSG00000233674.2,271,271,271,271,ENSG00000233674
ENSG00000283477.1,62,62,62,62,MIR6079
ENSG00000224751.2,1312,1312,1312,1312,SHMT1P1
ENSG00000306755.1,510,510,530,702,ENSG00000306755
ENSG00000117407.17,1064,1003,1943,2507,ARTN
ENSG00000237950.4,1186,1113,2224,3108,LINC02918
ENSG00000117408.11,2542,2542,3883,4519,IPO13
ENSG00000285649.2,2055,2055,2055,2055,ENSG00000285649
ENSG00000132768.14,2102,2102,2466,2466,DPH2
ENSG00000117410.14,1061,944,1685,1992,ATP6V0B
ENSG00000117411.18,2508,2271,3443,5217,B4GALT2
ENSG00000159214.13,1472,1472,1472,1472,CCDC24
ENSG00000196517.13,2398,2168,3206,4481,SLC6A9
ENSG00000230615.9,1035,940,2644,8074,ENSG00000230615
ENSG00000308853.1,1080,1080,1514,1539,ENSG00000308853
ENSG00000308838.1,784,784,784,784,ENSG00000308838
ENSG00000227163.2,520,520,520,520,ENSG00000227163
ENSG00000271647.1,1398,1398,1398,1398,KRT8P47
ENSG00000239560.3,300,300,300,300,RN7SL479P
ENSG00000306803.1,612,612,612,612,ENSG00000306803
ENSG00000171872.5,3160,3160,3160,3160,KLF17
ENSG00000233514.1,360,360,360,360,ENSG00000233514
ENSG00000283039.1,3159,3159,3159,3159,KLF18
ENSG00000226804.4,1160,1160,1160,1160,ENSG00000226804
ENSG00000200171.1,96,96,96,96,Y_RNA
ENSG00000238037.1,274,274,274,274,OOSP1P1
ENSG00000227994.1,214,214,214,214,ENSG00000227994
ENSG00000302536.1,1026,962,1175,2163,ENSG00000302536
ENSG00000271329.1,796,796,796,796,ENSG00000271329
ENSG00000178028.14,1613,1552,1742,1766,DMAP1
ENSG00000117419.16,1494,1417,1733,2201,ERI3
ENSG00000233602.1,619,619,619,619,ERI3-IT1
ENSG00000199385.1,102,102,102,102,RNU6-369P
ENSG00000187147.19,3070,3070,3099,3103,RNF220
ENSG00000308471.1,524,524,524,524,ENSG00000308471
ENSG00000263381.1,60,60,60,60,MIR5584
ENSG00000126106.14,1604,1579,2236,3561,TMEM53
ENSG00000198520.12,1755,1755,1818,1818,ARMH1
ENSG00000302489.1,863,863,903,1284,ENSG00000302489
ENSG00000199377.1,117,117,117,117,RNU5F-1
ENSG00000200169.1,116,116,116,116,RNU5D-1
ENSG00000142945.13,2908,2908,2955,3216,KIF2C
ENSG00000225721.5,580,580,580,580,ENSG00000225721
ENSG00000299627.1,316,316,316,316,ENSG00000299627
ENSG00000142937.12,731,731,778,778,RPS8
ENSG00000264294.1,80,80,80,80,SNORD55
ENSG00000200913.1,104,104,104,104,SNORD46
ENSG00000202031.1,70,70,70,70,SNORD38A
ENSG00000207421.1,67,67,67,67,SNORD38B
ENSG00000281859.1,69,69,69,69,SNORD38B
ENSG00000234093.3,385,385,385,385,RPS15AP11
ENSG00000142959.6,2320,2320,2512,3027,BEST4
ENSG00000173846.14,2342,2342,2345,2345,PLK3
ENSG00000188396.4,1112,1112,1355,1355,DYNLT4
ENSG00000290041.2,1019,1019,1019,1019,ENSG00000290041
ENSG00000222009.10,2956,2987,4667,4783,BTBD19
ENSG00000117425.15,4699,4699,4988,5961,PTCH2
ENSG00000202444.1,115,115,115,115,RNU5E-6P
ENSG00000226499.1,162,162,162,162,ENSG00000226499
ENSG00000070785.17,1760,1900,1923,2178,EIF2B3
ENSG00000253039.1,109,109,109,109,RNA5SP47
ENSG00000229815.1,839,839,839,839,CCNB1IP1P1
ENSG00000300507.1,922,922,1090,1403,ENSG00000300507
ENSG00000232369.1,492,492,492,492,PPIAP35
ENSG00000268949.1,3130,3130,3130,3130,MRPS17P1
ENSG00000126107.15,3063,3063,3597,3819,HECTD3
ENSG00000126088.14,1317,1177,2138,2471,UROD
ENSG00000162415.7,5868,5868,5868,5868,ZSWIM5
ENSG00000303550.1,385,385,385,385,ENSG00000303550
ENSG00000234315.1,453,453,453,453,OSTCP5
ENSG00000281912.1,1710,1710,1710,1710,LINC01144
ENSG00000186603.7,1816,1816,1816,1816,HPDL
ENSG00000132781.22,1682,1777,2747,4007,MUTYH
ENSG00000288208.1,2768,2768,2768,2768,ENSG00000288208
ENSG00000132773.12,1887,1887,1887,1887,TOE1
ENSG00000070759.17,2835,2835,3071,3071,TESK2
ENSG00000236872.1,325,325,325,325,PPIAP36
ENSG00000280670.3,1810,1810,2095,2151,CCDC163
ENSG00000132763.15,3279,3279,5049,5049,MMACHC
ENSG00000117450.15,1045,1094,1296,1682,PRDX1
ENSG00000298796.1,376,376,376,376,ENSG00000298796
ENSG00000234379.1,598,598,598,598,HMGB1P48
ENSG00000117448.14,1400,1383,1818,2386,AKR1A1
ENSG00000289407.2,735,735,735,735,ENSG00000289407
ENSG00000132780.17,1914,1538,3225,3353,NASP
ENSG00000159588.15,1634,2216,2245,2245,CCDC17
ENSG00000159592.11,3620,3620,3641,3644,GPBP1L1
ENSG00000225447.1,382,382,382,382,RPS15AP10
ENSG00000306015.1,526,526,526,526,ENSG00000306015
ENSG00000234329.1,788,788,788,788,RPL7AP16
ENSG00000300481.1,530,530,530,530,ENSG00000300481
ENSG00000159596.7,1465,1465,1465,1465,TMEM69
ENSG00000197429.11,3117,3117,3117,3117,IPP
ENSG00000230896.1,598,598,598,598,ENSG00000230896
ENSG00000302565.1,499,499,552,888,ENSG00000302565
ENSG00000236111.5,681,681,681,681,RPL6P1
ENSG00000086015.23,5472,5472,5737,5991,MAST2
ENSG00000232467.2,601,601,601,601,TMA16P2
ENSG00000117461.15,4418,5096,5596,5934,PIK3R3
ENSG00000278139.1,1553,1553,1553,1553,P3R3URF-PIK3R3
ENSG00000226957.1,649,649,649,649,ENSG00000226957
ENSG00000233114.2,226,226,226,226,COX7BP4
ENSG00000227857.3,624,624,624,624,ENSG00000227857
ENSG00000298522.1,347,347,372,562,ENSG00000298522
ENSG00000117472.10,1619,1619,1619,1619,TSPAN1
ENSG00000250719.2,405,405,405,405,P3R3URF
ENSG00000085998.15,2715,2719,2934,3885,POMGNT1
ENSG00000171357.6,1849,1849,1849,1849,LURAP1
ENSG00000306746.1,410,410,410,410,ENSG00000306746
ENSG00000085999.13,2734,2577,3078,3137,RAD54L
ENSG00000132128.18,3308,2947,4136,4136,LRRC41
ENSG00000173660.12,537,537,537,537,UQCRH
ENSG00000117481.12,2882,2977,4347,7902,NSUN4
ENSG00000225779.1,370,370,370,370,ENSG00000225779
ENSG00000117480.16,2042,2042,2042,2042,FAAH
ENSG00000232022.10,1238,1238,1238,1238,FAAHP1
ENSG00000291138.2,739,777,966,3151,ENSG00000291138
ENSG00000224863.3,1401,1401,1401,1401,LINC01398
ENSG00000302972.1,924,924,924,924,ENSG00000302972
