GENE_NAME,V1884,N58,V630,N60,V1297,NV1428,N82,V940,V2092,V624,V777,V553,V1441,V1921,V538,V1857,V456,NV912,V2089,V1823,V2241,N54,V655,V2110,V839,V125,N83,V637,V712,NV911,V2133,V1742,V1591,V108,V1874,V221,V148,N70,N87,V574,V359,V1337,V883,V1592,V1422,V1708,V1505,V18,V1788,V1776,N84,V1800,V716,N86,V888,V1321,V1279,V1528,V344,N85,V1699,V1456,V1394,V714,V67,V1090,V1860,V406,V1834,V1048,V806,V513,V1565,V1920
MIR517C,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548I1,0,1,0,1,0,0,1,0,1,0,2,0,0,1,11,11,0,0,0,1,0,2,1,0,0,0,0,6,0,0,0,2,0,4,0,1,0,1,0,0,0,0,0,5,0,1,1,0,0,5,0,0,2,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,3
MIR3668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6784,1,1,1,4,2,2,3,0,2,1,0,4,1,0,0,2,2,0,2,1,0,2,9,1,0,5,2,1,2,0,0,2,0,1,1,1,2,0,1,0,4,1,2,0,0,1,0,1,2,0,0,0,3,1,2,0,1,0,2,2,1,0,1,2,1,0,3,0,6,1,0,0,3,1
MIR4758,1,0,1,1,2,1,1,4,2,1,0,1,1,1,0,1,3,0,1,0,1,2,2,1,0,1,1,0,0,2,1,1,2,1,0,0,0,1,1,1,3,0,1,1,1,0,1,1,2,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
MIR1287,4,2,3,2,2,2,1,1,2,2,1,3,2,4,2,1,4,3,2,2,2,2,2,1,2,3,2,1,2,3,1,3,1,3,1,2,2,2,2,2,4,3,3,2,2,2,2,3,2,2,2,2,4,1,2,2,2,1,1,1,4,2,2,2,4,3,3,2,3,3,3,6,3,2
MIR5683,2,0,2,0,0,2,0,0,2,0,0,3,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,1,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,3,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1283-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
MIR6831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR509-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR23A,1,42,274,87,77,52,118,1,1,41,168,2,122,55,280,64,50,197,1,1,1,35,23,1,200,25,132,309,46,98,1,1,16,25,59,1,1,101,24,81,66,54,1,178,84,1,30,1,53,17,44,1,69,63,55,31,49,5,43,27,1,83,59,16,1,169,1,135,102,1,1,18,1,1
MIR4280,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
MIR7704,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,1,1
MIR4509-2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR4274,0,0,0,0,5,0,3,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,1,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2
MIR572,0,0,4,7,0,2,4,3,6,0,14,2,2,5,0,1,1,4,1,1,3,4,3,4,2,1,4,0,0,4,3,1,2,1,0,0,5,7,3,1,0,0,2,0,0,1,3,2,0,2,4,0,0,1,2,0,4,0,0,1,1,0,1,5,1,0,8,0,0,0,0,0,0,52
MIR3139,21,22,21,11,22,39,55,14,10,31,26,53,15,38,21,11,7,26,49,12,32,25,20,20,20,27,59,1,16,15,5,23,21,14,18,23,47,13,21,20,29,43,9,26,22,19,24,12,36,19,51,17,10,40,24,17,9,17,19,38,21,10,11,8,16,15,35,24,21,9,7,14,10,33
MIR8067,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3926-1,0,0,0,0,1,0,0,1,2,0,1,0,1,1,0,0,0,1,1,1,2,0,0,0,1,2,1,0,0,1,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,1,1,2,0,2,1,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,2
MIR3116-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR1587,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR583,0,2,0,0,0,3,0,0,5,0,0,0,0,0,2,0,2,3,0,2,0,0,0,1,0,2,1,0,0,0,1,2,0,0,1,2,0,5,0,0,1,0,2,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,1,0,0,5,1,2,2,0,1,0,2,0,2
MIR587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4496,3,2,0,2,1,2,0,3,2,1,2,18,0,0,2,3,0,0,1,0,1,1,3,1,1,0,1,0,5,2,0,2,3,2,1,1,1,1,1,2,3,1,5,0,0,0,2,0,1,0,1,1,0,1,1,0,4,1,0,0,1,1,1,2,1,1,0,1,1,1,0,1,1,0
MIR4432,0,0,0,4,1,8,3,2,3,0,0,13,2,2,0,4,0,6,28,0,6,6,0,0,3,4,9,0,0,1,2,0,2,3,0,0,16,1,0,6,0,13,0,0,0,0,0,0,2,3,30,0,5,4,3,1,0,0,0,4,9,3,0,7,0,2,4,0,1,0,1,0,0,1
MIR193B,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0
MIR6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR30C1,1,1,2,2,1,3,2,4,1,1,1,13,2,0,4,1,1,3,3,1,1,3,3,1,1,3,1,0,0,2,0,8,2,2,4,1,8,2,1,1,0,1,1,5,8,3,1,0,1,0,0,3,2,0,1,8,1,0,1,0,1,2,2,1,5,6,1,5,1,10,3,7,2,6
MIR4803,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
MIR1273H,87,22,11,40,18,21,5,5,22,10,28,47,9,10,36,4,29,18,58,3,11,5,14,14,28,22,30,11,7,13,2,32,5,33,14,6,59,7,20,34,33,34,5,6,24,16,22,9,14,13,41,82,51,5,30,53,23,17,32,40,28,6,24,12,20,16,13,37,39,10,14,8,10,59
MIR3118-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR3173,28,10,13,11,9,12,25,8,6,3,10,24,6,21,19,13,15,19,8,15,19,20,18,10,17,12,21,16,8,7,2,16,12,28,13,18,16,11,13,11,9,20,9,32,33,15,18,27,16,18,22,22,19,15,19,15,18,8,22,24,21,11,18,13,7,26,7,21,24,10,16,14,5,12
MIR5191,33,3,7,4,1,3,4,4,6,1,2,2,4,3,6,6,0,1,25,0,9,4,2,4,3,8,7,1,4,2,1,7,0,5,2,6,9,3,2,5,10,4,0,0,1,20,0,0,3,2,3,6,1,0,6,3,1,2,6,3,1,6,4,3,4,2,0,2,2,0,3,3,2,12
MIR30A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR548AC,14,1,5,2,15,5,1,4,1,11,6,0,9,2,19,4,6,4,1,2,7,2,3,4,27,4,4,0,1,0,1,1,3,4,1,22,5,2,2,11,2,14,2,3,6,2,12,10,10,8,5,5,4,6,2,6,5,2,5,0,4,14,5,3,2,13,1,14,6,7,1,5,3,2
MIR3913-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MIR451A,1,1,0,1,1,0,0,1,1,1,4,1,0,0,0,1,0,0,0,1,2,1,9,6,0,1,0,0,0,1,1,1,2,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,2
MIR3150A,0,0,0,5,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,1,1,1,4,0,1,5,0,0,0,1,2,2,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0
MIR525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4490,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
MIR1539,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,3,1,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,1,2,1,1,1,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
MIR4711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
MIR5571,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
MIR632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR6514,10,9,13,30,5,11,8,16,8,16,7,77,11,14,19,0,3,4,9,3,15,19,19,9,20,7,10,0,103,18,2,12,6,19,12,7,9,30,14,19,10,10,15,6,18,22,16,7,16,15,15,4,128,7,24,5,9,12,11,4,21,5,5,40,3,10,14,34,8,5,7,25,6,8
MIR4474,0,1,5,10,2,0,0,3,3,4,11,9,6,6,12,2,22,4,0,2,3,2,9,1,16,3,5,3,14,2,3,4,6,10,9,4,4,4,0,8,6,10,0,8,6,12,3,0,6,3,3,12,11,3,1,16,3,2,0,0,3,4,8,1,1,4,2,20,16,2,2,5,6,20
MIR6505,1,3,0,2,4,0,4,1,2,7,4,7,0,0,0,0,2,0,2,2,2,3,2,2,1,2,1,0,0,5,0,3,14,7,1,2,6,2,1,3,7,1,2,4,2,6,1,2,0,1,2,1,4,0,2,7,1,0,2,2,1,2,0,1,3,1,1,1,2,1,5,5,5,3
MIR6819,56,31,15,63,14,23,58,24,12,30,10,82,22,22,35,17,18,39,26,15,14,29,13,22,21,39,37,20,28,24,3,33,29,26,17,21,36,21,41,44,29,30,42,24,37,25,20,16,33,12,64,27,44,39,35,21,14,17,37,53,46,8,24,29,16,31,22,45,25,26,24,33,13,23
MIR6754,16,19,10,5,8,1,6,11,7,8,7,27,11,6,7,2,10,7,15,3,4,10,12,6,8,21,11,3,6,8,1,8,9,10,10,1,11,13,10,8,11,6,4,7,11,8,2,13,8,4,3,16,12,5,12,11,10,5,18,1,15,5,7,1,7,7,3,9,8,10,11,9,11,8
MIR519C,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR644A,7,11,6,7,21,10,29,31,1,40,14,17,8,13,24,11,24,13,7,17,16,15,21,15,36,20,33,4,7,7,2,17,11,22,18,19,4,5,14,26,2,20,16,11,13,23,16,18,17,34,17,13,20,17,14,8,22,12,9,24,13,10,24,20,4,24,7,39,9,12,14,16,11,17
MIR3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR3909,27,8,4,12,2,8,16,4,6,10,9,26,5,4,15,3,8,9,7,10,10,5,0,8,3,6,13,7,12,5,5,5,6,6,0,24,6,5,14,5,6,9,3,7,6,17,6,4,12,10,20,5,13,17,8,3,5,7,8,11,13,6,7,2,8,22,3,26,10,3,11,8,13,7
MIR510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
MIR487B,0,0,1,0,1,0,0,0,1,0,0,0,3,2,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,5,2,0,5,1,0,3,0,2,0,2,0,1,5,0,0,0,0,0,1,0,0,7,0,1,2,0,0,2,0,2,0,0,0,0,4,0,9,0,0,0,2,0,3
MIR4304,7,5,2,4,2,6,5,9,3,10,6,2,7,3,1,2,14,1,5,3,10,3,6,0,3,5,6,2,6,3,2,11,1,0,3,7,6,10,2,8,4,5,1,2,5,5,3,0,3,6,13,5,8,3,9,11,2,6,3,3,9,6,4,0,5,8,11,5,2,5,1,9,0,4
MIR6069,2,0,0,2,0,3,0,3,0,1,0,5,0,0,0,1,0,0,0,2,1,0,0,7,0,2,0,2,2,2,4,2,1,0,1,0,1,1,4,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0
MIR4446,6,5,3,2,4,2,1,0,1,2,1,1,6,8,7,8,4,2,2,0,4,4,1,2,4,0,7,2,5,3,1,1,2,1,2,1,5,1,2,3,0,4,0,5,1,6,1,3,0,4,5,2,1,0,2,4,2,1,5,1,4,0,3,4,2,2,0,0,2,1,2,4,4,12
MIR3907,0,0,0,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,0,2,0,6,0,0,0,0,0
MIR4480,7,5,6,8,14,18,8,7,2,5,8,14,2,16,5,6,20,4,7,3,5,6,9,3,13,12,13,6,18,9,1,5,9,7,4,7,9,8,9,15,10,9,14,13,5,11,2,4,1,12,23,11,5,45,11,14,3,10,2,8,11,7,9,1,6,21,11,7,5,14,10,3,10,24
MIR936,0,1,0,23,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,12,2,0,0,0,0,0,0,5,0,1,0,0,2,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,3,0,0,2,2,0,0,0,3,0,0,2,0,0
MIR7975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
MIR548H2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR203A,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,3
MIR514A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR298,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,4,3,1,1,1,0,0
MIR139,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR6729,6,15,6,13,9,7,4,19,3,11,4,40,12,2,4,2,7,4,2,1,3,8,7,8,0,4,1,1,2,2,2,6,8,7,9,0,7,6,3,6,12,1,7,6,2,3,5,4,4,0,3,6,11,0,18,2,6,4,6,0,16,9,2,9,11,5,4,9,10,10,5,2,9,8
MIR4679-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR6829,12,18,13,14,6,9,13,8,3,9,8,18,8,9,9,6,11,5,3,5,12,8,15,2,10,13,8,7,14,10,4,7,5,14,9,10,26,16,5,5,11,3,9,12,13,15,5,16,13,5,8,8,12,3,13,20,8,4,7,9,22,5,5,2,10,4,8,7,16,15,16,9,1,13
MIR6844,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1
MIR4730,16,4,7,8,12,5,7,2,2,4,6,18,7,3,4,6,4,3,4,6,8,10,8,1,9,10,12,0,4,1,1,5,8,5,7,7,6,12,8,5,8,5,9,6,10,5,4,7,6,5,8,4,8,4,2,3,4,2,4,1,3,7,4,3,6,6,4,5,15,1,2,5,4,4
MIR339,9,2,1,2,3,2,3,11,2,1,1,3,3,1,5,0,2,2,2,0,9,4,3,3,5,3,7,5,1,7,2,3,4,5,1,13,14,3,4,10,12,3,4,4,4,4,1,7,4,2,6,6,1,2,3,4,0,0,5,0,6,3,6,3,2,3,3,6,12,3,7,3,1,9
MIR3646,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR6726,7,10,2,5,2,0,1,6,3,1,2,12,1,2,1,0,3,3,2,1,2,4,6,1,6,5,0,2,6,0,0,5,6,4,3,1,4,3,2,1,7,3,4,4,1,3,0,3,3,1,0,1,7,2,9,4,4,1,3,1,1,4,1,1,1,2,1,6,19,1,4,0,1,2
MIR19B1,8,1,25,2,17,15,1,23,3,1,15,9,17,22,1,1,1,20,26,12,1,6,9,1,21,8,17,16,0,1,0,2,11,32,10,34,1,47,0,1,17,30,6,26,21,19,1,1,72,1,1,22,1,0,8,1,23,1,31,0,23,31,22,1,28,29,15,21,37,26,5,1,3,9
MIR1909,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1
MIR1262,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
MIR194-2,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0
MIR302E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR6090,1,0,0,0,2,2,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,2,2,0,2,1,0,0,0,1,2,1,0,1,0,0,0,1,1
MIR190A,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,3,1,2,6,0,0,2,0,0,0,0,0,3,4,4,0,1,0,1,0,4,2,0,2,3,3,0,0,0,0,0,2,3,3,2,0,2,0,0,1,0,2,0,0,5
MIR409,0,1,0,0,2,0,2,0,0,0,4,0,2,0,0,3,4,0,0,0,0,1,7,3,4,2,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4,3,1,1,0,0,5
MIR4777,0,1,0,4,0,4,0,1,0,0,0,0,2,0,0,3,0,2,2,0,1,3,0,1,0,0,1,0,2,0,0,3,0,0,2,0,0,1,1,2,0,2,0,0,1,0,2,10,0,1,0,0,1,4,0,0,1,0,3,7,3,0,0,2,0,2,3,0,0,1,2,4,4,0
MIRLET7A2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
